301755.1470	4829708.5530
299394.6130	4832463.8820
301032.2190	4841574.7090
301450.6720	4827639.4450
301475.5560	4827724.8620
301556.1550	4827664.5480
300304.6140	4828982.5410
300417.9700	4829000.4990
300514.1220	4828730.6820
304019.1600	4828506.0790
303440.5080	4828595.7860
303524.5410	4828596.2680
303558.1540	4828629.6710
303540.9570	4828672.5740
302937.0510	4828522.8590
298012.7090	4833505.3160
298045.2190	4833477.7210
300398.0740	4829056.8920
303050.7310	4833024.7560
299818.8390	4831920.7720
299954.2190	4832013.2400
299214.6340	4833134.9920
303339.7960	4832996.8470
300920.4480	4828576.2970
301183.0800	4828944.3190
301584.9110	4834507.1890
301580.1060	4834525.9240
302285.1050	4834144.2440
302182.0810	4834102.8500
302095.3820	4834099.0240
300430.6670	4833942.6830
303136.1220	4831422.4540
303805.8000	4832576.2820
300221.8160	4832557.0070
302962.4320	4831484.2830
299905.1010	4839065.8350
301300.4260	4829039.2270
300995.3680	4839772.9590
300734.1020	4829002.7890
300647.4290	4828690.2620
303642.0010	4831731.3170
300988.1860	4841311.1650
301823.6530	4842037.8140
297714.9220	4841888.7640
298416.4720	4832766.7940
303073.8210	4828563.4000
298846.9710	4833625.8670
298779.8750	4833572.0290
298801.6740	4833380.0170
299471.8550	4838688.5450
301691.9770	4833759.8170
301479.2280	4833769.8160
298761.1810	4833608.0180
298172.1070	4832308.0710
300645.2190	4828789.3320
301202.1710	4828335.1380
303363.6520	4828992.2890
301419.9480	4834066.6720
301408.0660	4834026.3630
301944.5470	4827569.5060
302067.3610	4827889.3820
301977.4370	4827728.9580
301591.3520	4827221.9090
301632.6880	4827250.0440
300711.7310	4829425.3190
300649.8600	4829433.4380
303334.3460	4828809.7650
300365.9410	4833479.3350
300138.3080	4833702.0430
300591.1000	4838694.3030
300815.6400	4838885.5610
298397.9230	4836155.8320
300990.4560	4838939.2190
298468.7850	4836337.4530
298271.6600	4833940.7690
300472.3250	4833206.1720
303674.8250	4831500.0440
300757.4910	4833931.1890
300980.4590	4832711.2880
300965.3900	4835944.7860
300965.6970	4835998.0610
301486.6790	4837205.5960
302120.6720	4838326.1050
302232.7400	4840676.1840
302593.6000	4839521.3090
298568.2180	4831754.7450
298284.8910	4836199.5220
298392.0830	4836170.5990
297777.9400	4841988.5090
298843.3320	4835706.3760
302415.6930	4840909.2890
297459.7460	4841774.0230
298606.0320	4832739.3600
300115.7160	4834257.0140
298336.5390	4835444.2610
299282.6260	4841933.5730
301447.9250	4841928.0710
301273.2670	4829114.0830
301910.4400	4827398.0710
301921.5720	4827515.9050
303490.4950	4828704.9150
303612.3620	4828763.4250
298529.5280	4832712.7350
303012.4760	4828600.5190
302269.1340	4829423.1850
302276.8950	4828408.9220
302391.7510	4828514.7060
302257.1450	4828470.8150
302520.9930	4828523.5440
301234.6920	4838681.2210
301951.0320	4840775.5430
303087.8140	4827787.9230
302991.9390	4827685.6250
303044.2690	4833395.9120
302964.5770	4833336.7230
298706.0700	4833071.6520
298132.9210	4834123.3320
300062.1740	4838838.8650
302648.2870	4828319.0150
302849.2420	4834599.1060
301810.2800	4829106.3810
300646.9250	4834227.6080
301049.8070	4833863.8000
303967.7330	4831879.4400
304007.4850	4831998.8510
299143.4430	4833053.5790
305137.7430	4835656.9940
307889.0550	4837324.9520
308479.4070	4836475.9460
308432.3530	4836479.6960
302594.2090	4833849.0390
300832.2960	4838633.3590
300476.5380	4841674.7240
300852.0970	4838491.1400
302644.9140	4831218.2680
301198.4680	4832714.9440
302358.2150	4829481.5930
300585.4590	4829467.6120
300487.5720	4829475.3830
302921.3610	4831172.2850
301482.6460	4829574.4360
298656.7260	4836314.5550
300627.3600	4833654.6500
300937.6190	4833455.9640
303312.7980	4829025.2140
302875.2180	4831141.8370
302089.3910	4829661.5020
301224.0650	4833197.0310
299171.3090	4833499.2020
300291.0780	4832737.2910
300350.1150	4832755.7470
302406.5100	4829328.2850
301330.9240	4829758.2320
303783.5020	4832266.1210
301677.6740	4827745.7160
314338.0080	4839207.1310
299658.8700	4832843.9350
300805.4830	4841220.9060
307477.1130	4838177.5970
307598.2060	4835554.0030
311081.9710	4845685.3550
303708.8980	4834124.3410
303714.9010	4832504.2530
301475.8620	4833491.2590
303464.4560	4832317.0760
300905.0870	4838548.1940
302286.7100	4840516.1580
298758.5250	4831713.2930
299806.2840	4839410.5960
300419.5110	4839757.4930
304142.7140	4830958.9310
298105.1750	4842033.1620
301868.1260	4830037.6080
300656.3040	4829589.7620
299978.5410	4834009.9730
298674.9570	4836248.6800
298120.9540	4833572.3810
298645.2150	4831753.3530
298485.9490	4831734.9010
303556.5720	4834363.9050
300512.4450	4833491.0480
301798.9790	4833422.8260
301732.8470	4834183.3830
303440.1250	4834417.3260
298871.0620	4832515.5020
302123.7260	4829537.0680
300567.9590	4829218.8550
299038.7680	4832662.5150
301200.6640	4829524.5160
298532.5230	4834087.4870
304411.2730	4836019.5020
304396.4870	4836008.2310
304356.6690	4836033.6020
304565.8530	4835177.6110
301335.7210	4839457.5740
300108.7010	4838536.2910
301757.7160	4829297.3860
298375.3830	4835692.3930
301314.4530	4833404.7710
297764.6450	4835551.4270
297967.7740	4836035.0690
298535.3790	4836056.9670
301736.9180	4827427.2140
297936.5830	4833298.7930
298164.9310	4836229.8570
299122.9680	4834285.7350
298907.2540	4834322.7930
299200.4920	4833417.9520
299227.4970	4833522.4310
298763.5600	4834588.3650
303307.7650	4832368.8950
301362.3640	4832954.7250
301316.2050	4832897.7220
301388.3000	4832919.3170
326544.1530	4854667.5960
303426.6970	4833173.8820
303539.9570	4833242.8670
303915.7530	4834329.1680
302514.4590	4834441.2240
302034.3970	4833711.8100
298387.0860	4835657.6380
302659.5260	4840582.5970
300565.0510	4838540.1040
300616.9660	4838540.4720
300491.9510	4838472.2590
301806.5550	4833494.1630
303717.3800	4833910.8720
302520.4910	4827668.1340
302586.9260	4827657.2490
301888.8460	4840901.7030
297652.0420	4835473.3970
298738.9890	4835673.4200
303413.0130	4834218.8850
301246.9730	4838941.3650
301447.0950	4838755.4860
301042.7350	4838741.9730
298522.0870	4835585.3760
298546.0360	4835676.9480
299891.1400	4832217.6900
300905.9150	4829155.7310
300957.3100	4829064.0180
300825.0330	4829274.2280
300823.1060	4829340.2010
301008.9200	4829375.0300
307916.6140	4837658.5130
308294.9830	4837713.5460
304278.0100	4838962.8370
308301.6160	4837553.4080
302006.8070	4838650.2770
302857.0230	4840596.5470
302919.0960	4838309.8010
304265.0450	4834873.4810
302987.8160	4838673.8580
302903.0640	4838644.4950
297799.4360	4835207.6920
303668.5420	4840270.4230
302207.7690	4839247.6300
300556.7220	4839913.7580
304391.8690	4838797.4500
302553.6330	4838498.7520
303877.0860	4831959.0570
303113.4060	4833343.1410
298051.9830	4835917.8700
298057.7580	4835821.5550
298342.4800	4832325.9980
298631.5500	4832435.8060
